,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
3860,58,1966-03-05,Acre,7751.69,Ensino Médio,2,Solteiro,Comércio
3861,18,2005-10-14,Ceará,9394.05,Pós-graduação,2,Solteiro,Indústria
3862,21,2002-09-13,São Paulo,5143.45,Ensino Médio,3,Casado,Tecnologia
3863,35,1988-11-10,São Paulo,3986.84,Ensino Médio,0,Casado,Indústria
3864,56,1967-05-09,Pernambuco,5851.44,Ensino Fundamental,4,Casado,Tecnologia
3865,27,1996-07-26,Amazonas,7612.51,Ensino Médio,1,Casado,Indústria
3866,22,2001-11-20,Espírito Santo,4963.6,Ensino Médio,3,Solteiro,Educação
3868,41,1982-11-01,Rio de Janeiro,13108.82,Ensino Médio,3,Solteiro,Tecnologia
3869,61,1962-12-23,Rondônia,10805.13,Ensino Superior,0,Solteiro,Tecnologia
3870,26,1997-06-08,Amazonas,8975.95,Ensino Superior,1,Casado,Educação
3871,62,1961-10-27,Paraíba,15256.4,Ensino Superior,1,Casado,Tecnologia
3872,49,1974-06-25,Santa Catarina,5577.7,Ensino Médio,0,Casado,Educação
3873,36,1988-03-11,Rio Grande do Sul,2158.83,Ensino Fundamental,1,Casado,Indústria
3874,28,1995-08-21,Roraima,4929.15,Ensino Médio,3,Casado,Saúde
3875,44,1979-07-26,Amapá,10865.23,Ensino Médio,0,Solteiro,Tecnologia
3877,81,1943-02-17,Amazonas,2795.02,Ensino Fundamental,1,Casado,Educação
3879,49,1974-06-14,Tocantins,4253.42,Ensino Médio,0,Casado,Saúde
3881,35,1988-07-29,Ceará,5541.05,Ensino Médio,2,Casado,Comércio
3882,34,1989-04-27,São Paulo,9013.59,Ensino Médio,0,Solteiro,Tecnologia
3883,23,2000-11-11,Amazonas,5243.9,Ensino Fundamental,3,Casado,Tecnologia
3884,22,2001-06-27,Distrito Federal,4247.68,Ensino Fundamental,2,Solteiro,Tecnologia
3885,34,1990-03-19,Mato Grosso,9027.22,Ensino Médio,0,Casado,Tecnologia
3886,34,1990-02-12,Distrito Federal,2263.95,Ensino Fundamental,2,Casado,Saúde
3887,39,1984-11-14,Amapá,11396.55,Ensino Superior,3,Solteiro,Saúde
3889,51,1972-12-09,Sergipe,10546.22,Pós-graduação,1,Casado,Tecnologia
3890,57,1966-11-14,Distrito Federal,11502.21,Ensino Superior,0,Solteiro,Saúde
3891,28,1995-06-27,Roraima,8373.83,Ensino Superior,1,Casado,Tecnologia
3892,34,1989-08-04,Mato Grosso do Sul,8556.23,Ensino Superior,3,Divorciado,Educação
3893,57,1966-04-29,São Paulo,5821.9,Ensino Médio,1,Solteiro,Comércio
3896,40,1983-10-21,São Paulo,4911.06,Ensino Fundamental,2,Casado,Tecnologia
3898,28,1996-01-03,Pará,5200.59,Ensino Superior,1,Solteiro,Tecnologia
3899,33,1990-11-13,Rio Grande do Norte,1909.87,Ensino Fundamental,1,Casado,Indústria
3900,51,1972-11-01,Bahia,12032.4,Ensino Superior,3,Divorciado,Educação
3901,55,1969-04-11,Santa Catarina,4345.52,Ensino Fundamental,1,Casado,Indústria
3902,57,1966-11-21,Alagoas,5624.26,Ensino Fundamental,1,Solteiro,Comércio
3903,60,1963-10-24,Goiás,13972.54,Pós-graduação,1,Casado,Saúde
3904,40,1984-02-05,Paraíba,12067.76,Ensino Superior,1,Casado,Comércio
3905,70,1953-07-24,Rondônia,8024.98,Ensino Médio,1,Solteiro,Saúde
3906,28,1995-11-30,Pará,5773.28,Ensino Médio,1,Casado,Educação
3907,28,1996-01-14,Espírito Santo,8734.81,Pós-graduação,1,Casado,Educação
3908,41,1982-05-19,Paraná,5802.58,Ensino Fundamental,1,Casado,Comércio
3909,28,1995-06-14,Maranhão,8064.11,Ensino Superior,1,Solteiro,Comércio
3910,45,1978-05-20,Distrito Federal,3604.99,Ensino Fundamental,0,Solteiro,Tecnologia
3911,18,2005-12-21,Distrito Federal,7790.39,Ensino Médio,0,Casado,Tecnologia
3912,63,1960-05-30,Tocantins,6921.87,Ensino Médio,4,Solteiro,Comércio
3913,26,1998-01-10,Distrito Federal,7062.03,Ensino Médio,2,Casado,Indústria
3914,42,1981-07-17,Sergipe,7399.36,Ensino Médio,0,Solteiro,Tecnologia
3915,26,1997-05-25,Goiás,3625.79,Ensino Fundamental,2,Solteiro,Saúde
3916,18,2005-05-31,Paraíba,2487.92,Ensino Médio,0,Solteiro,Saúde
3917,19,2004-10-01,Roraima,4282.91,Ensino Superior,0,Casado,Saúde
3918,37,1986-11-25,Ceará,9706.62,Ensino Médio,1,Solteiro,Indústria
3919,24,2000-03-30,Tocantins,4005.46,Ensino Superior,0,Solteiro,Indústria
3920,32,1992-03-23,Mato Grosso do Sul,7459.65,Ensino Médio,0,Casado,Saúde
3922,56,1968-04-04,Paraíba,4288.02,Ensino Médio,2,Solteiro,Comércio
3923,36,1988-01-20,Rio de Janeiro,6224.77,Ensino Médio,1,Solteiro,Saúde
3924,20,2003-09-06,São Paulo,4269.73,Ensino Médio,2,Casado,Indústria
3927,44,1979-06-09,Pernambuco,4867.97,Ensino Médio,0,Solteiro,Indústria
3928,30,1994-02-11,Rondônia,5611.01,Ensino Médio,1,Casado,Comércio
3929,23,2001-04-09,Acre,2717.8,Ensino Médio,0,Casado,Comércio
3930,65,1958-05-24,Mato Grosso,11691.68,Ensino Médio,2,Casado,Comércio
3931,19,2004-12-08,Acre,4745.58,Ensino Superior,2,Casado,Indústria
3932,19,2004-06-03,Rio de Janeiro,3677.43,Ensino Médio,0,Casado,Indústria
3933,27,1996-11-17,Goiás,10379.49,Ensino Superior,2,Solteiro,Tecnologia
3934,40,1983-04-29,Amazonas,3552.44,Ensino Médio,1,Casado,Saúde
3936,47,1977-02-16,Amazonas,4747.72,Ensino Fundamental,1,Divorciado,Saúde
3937,65,1959-02-04,Tocantins,12575.28,Ensino Médio,0,Casado,Indústria
3938,43,1980-08-06,Pará,10619.97,Pós-graduação,1,Divorciado,Saúde
3939,33,1990-05-15,Tocantins,6893.44,Ensino Superior,1,Casado,Educação
3940,57,1966-04-27,Maranhão,14868.64,Ensino Médio,1,Solteiro,Saúde
3941,49,1974-12-02,Mato Grosso do Sul,4656.49,Ensino Fundamental,0,Casado,Tecnologia
3942,49,1974-11-11,Rondônia,9742.21,Ensino Médio,2,Solteiro,Educação
3944,49,1974-11-22,Distrito Federal,8072.64,Ensino Médio,0,Casado,Saúde
3945,37,1986-08-11,Rio Grande do Sul,3805.49,Ensino Médio,3,Solteiro,Indústria
3946,61,1963-04-06,Santa Catarina,6802.09,Ensino Superior,0,Divorciado,Comércio
3947,50,1973-09-20,Rio de Janeiro,6101.57,Ensino Fundamental,2,Solteiro,Comércio
3948,59,1964-10-03,Sergipe,3751.86,Ensino Médio,0,Casado,Indústria
3949,45,1979-01-11,São Paulo,5253.47,Ensino Médio,4,Casado,Educação
3950,21,2003-02-13,Mato Grosso do Sul,4675.78,Ensino Médio,0,Casado,Indústria
3951,51,1973-03-02,Pernambuco,5494.56,Ensino Médio,0,Divorciado,Educação
3952,59,1964-04-23,Rio Grande do Sul,3193.94,Ensino Fundamental,1,Solteiro,Educação
3953,34,1989-11-24,Sergipe,6653.54,Ensino Médio,3,Solteiro,Educação
3954,34,1989-11-29,Sergipe,3520.94,Ensino Fundamental,3,Casado,Saúde
3955,51,1972-04-18,Ceará,9446.1,Ensino Médio,1,Divorciado,Saúde
3956,19,2004-04-16,Maranhão,6409.05,Ensino Superior,3,Solteiro,Saúde
3957,65,1958-09-30,Santa Catarina,7000.88,Ensino Médio,2,Solteiro,Tecnologia
3958,41,1982-09-09,Espírito Santo,6861.43,Ensino Médio,1,Casado,Indústria
3959,22,2001-12-26,Minas Gerais,2677.24,Ensino Médio,0,Viúvo,Comércio
3960,22,2001-05-05,Maranhão,8353.51,Ensino Superior,1,Casado,Comércio
3961,19,2005-02-02,Maranhão,5209.83,Ensino Médio,0,Casado,Educação
3962,41,1982-07-01,Amapá,4280.43,Ensino Médio,0,Casado,Tecnologia
3963,32,1991-10-03,Ceará,3165.64,Ensino Médio,0,Casado,Indústria
3965,40,1983-05-25,Bahia,4113.05,Ensino Médio,1,Divorciado,Saúde
3966,22,2001-12-27,Mato Grosso do Sul,2433.23,Ensino Fundamental,3,Casado,Saúde
3967,51,1973-02-23,Minas Gerais,16102.11,Ensino Superior,2,Casado,Comércio
3968,31,1993-02-22,Maranhão,5305.88,Ensino Médio,3,Divorciado,Tecnologia
3969,18,2005-08-12,Mato Grosso,5388.44,Ensino Médio,1,Casado,Indústria
3970,35,1988-06-07,Santa Catarina,5067.14,Ensino Fundamental,1,Casado,Indústria
3971,85,1939-04-08,Amazonas,6522.37,Ensino Superior,0,Casado,Saúde
3972,43,1980-06-29,Acre,4106.04,Ensino Médio,0,Solteiro,Indústria
3973,40,1983-09-18,Ceará,4105.32,Ensino Fundamental,0,Casado,Indústria
3974,47,1976-11-28,Piauí,5801.57,Ensino Médio,0,Solteiro,Educação
3975,63,1960-11-13,Goiás,12236.58,Ensino Médio,1,Divorciado,Educação
3976,31,1993-03-10,Goiás,4506.22,Ensino Médio,1,Casado,Educação
3978,57,1967-02-09,Ceará,12597.38,Ensino Médio,0,Casado,Tecnologia
3979,36,1987-06-06,Maranhão,12979.72,Pós-graduação,1,Solteiro,Comércio
3980,53,1970-08-22,Piauí,5960.39,Ensino Médio,0,Casado,Indústria
3982,57,1966-09-05,Alagoas,11203.83,Ensino Médio,0,Solteiro,Comércio
3983,41,1982-07-23,Bahia,3440.18,Ensino Médio,1,Solteiro,Indústria
3984,27,1996-04-23,Sergipe,6854.84,Ensino Superior,0,Casado,Saúde
3985,53,1970-06-08,Piauí,4615.01,Ensino Médio,2,Solteiro,Comércio
3986,36,1987-06-01,Espírito Santo,5023.47,Ensino Superior,1,Casado,Saúde
3987,18,2005-10-13,Maranhão,3173.81,Ensino Médio,0,Solteiro,Indústria
3988,50,1974-01-16,Santa Catarina,3880.21,Ensino Fundamental,1,Casado,Indústria
3989,22,2001-11-04,Amapá,5912.7,Ensino Superior,1,Casado,Educação
3990,22,2002-01-05,Pernambuco,3562.13,Ensino Fundamental,0,Solteiro,Comércio
3991,56,1967-12-13,Santa Catarina,7893.15,Ensino Médio,4,Solteiro,Saúde
3992,47,1977-02-11,Tocantins,6313.87,Ensino Médio,2,Divorciado,Indústria
3993,25,1998-11-12,Goiás,4847.99,Ensino Médio,0,Casado,Saúde
3994,28,1995-09-12,Rio Grande do Norte,4647.22,Ensino Médio,3,Solteiro,Educação
3995,36,1987-06-06,Piauí,7546.14,Pós-graduação,0,Casado,Indústria
3996,18,2006-03-07,Minas Gerais,6072.38,Ensino Superior,3,Divorciado,Saúde
3998,25,1998-04-13,Goiás,3353.07,Ensino Médio,1,Solteiro,Comércio
4000,64,1960-03-03,Roraima,8919.45,Ensino Médio,1,Casado,Tecnologia
4001,21,2002-06-22,Rio Grande do Sul,3180.05,Ensino Médio,0,Casado,Comércio
4003,55,1969-02-27,Piauí,19376.45,Pós-graduação,0,Casado,Tecnologia
4004,26,1997-12-30,Acre,4092.38,Ensino Médio,0,Casado,Educação
4005,53,1970-06-15,Bahia,4929.13,Ensino Fundamental,0,Solteiro,Saúde
4006,18,2005-07-20,Sergipe,3289.94,Ensino Fundamental,0,Casado,Educação
4007,63,1960-08-10,Mato Grosso do Sul,11039.47,Ensino Médio,3,Casado,Comércio
4010,45,1978-11-09,Pará,7665.59,Ensino Superior,0,Casado,Indústria
4011,38,1985-07-27,Mato Grosso do Sul,7146.25,Ensino Médio,0,Casado,Indústria
4012,28,1996-02-24,Amazonas,4284.46,Ensino Fundamental,3,Solteiro,Saúde
4013,61,1962-07-08,Rio de Janeiro,7404.26,Ensino Fundamental,3,Solteiro,Tecnologia
4014,27,1996-07-24,Tocantins,2829.79,Ensino Fundamental,1,Solteiro,Educação
4015,35,1989-01-03,Sergipe,5507.68,Ensino Fundamental,1,Divorciado,Saúde
4016,49,1975-01-05,Ceará,11211.49,Ensino Médio,1,Casado,Tecnologia
4017,32,1991-11-01,Minas Gerais,4116.22,Ensino Médio,3,Divorciado,Saúde
4018,56,1967-05-03,Espírito Santo,7928.39,Ensino Médio,1,Casado,Tecnologia
4019,54,1969-09-21,Rio Grande do Sul,13475.78,Ensino Médio,1,Solteiro,Tecnologia
4020,50,1973-12-21,Amapá,7396.89,Ensino Superior,0,Casado,Indústria
4021,50,1974-02-18,Rio Grande do Norte,7329.29,Ensino Médio,0,Solteiro,Educação
4022,36,1988-02-23,Rio de Janeiro,10149.08,Pós-graduação,3,Casado,Educação
4024,60,1963-08-16,Sergipe,9254.55,Ensino Médio,1,Solteiro,Comércio
4025,18,2005-07-31,Alagoas,4053.34,Ensino Fundamental,0,Solteiro,Saúde
4026,21,2002-10-18,Rio de Janeiro,4437.11,Ensino Médio,1,Casado,Saúde
4027,60,1964-02-18,Sergipe,3264.16,Ensino Médio,2,Casado,Educação
4028,34,1989-08-23,Paraíba,5931.67,Ensino Médio,1,Casado,Educação
4029,28,1995-07-05,Tocantins,9335.66,Ensino Superior,1,Casado,Comércio
4030,25,1998-06-20,Roraima,5843.58,Ensino Médio,0,Solteiro,Educação
4031,52,1971-08-18,Goiás,9350.78,Ensino Médio,3,Casado,Educação
4032,45,1978-06-17,Pernambuco,10705.61,Ensino Superior,1,Casado,Comércio
4033,19,2005-02-23,Roraima,5433.65,Pós-graduação,0,Solteiro,Indústria
4035,25,1998-11-13,Rondônia,3063.97,Ensino Médio,1,Viúvo,Indústria
4038,21,2002-06-03,São Paulo,4109.44,Ensino Médio,1,Casado,Educação
4040,29,1994-10-29,Amazonas,9800.89,Ensino Superior,1,Divorciado,Comércio
4041,26,1997-08-31,Espírito Santo,7185.13,Ensino Superior,0,Solteiro,Tecnologia
4042,56,1968-03-01,Amapá,6658.06,Ensino Médio,0,Casado,Tecnologia
4043,38,1985-12-27,Rio Grande do Norte,6798.1,Ensino Médio,2,Solteiro,Educação
4044,39,1984-09-16,Pará,3016.69,Ensino Médio,2,Casado,Educação
4045,49,1974-10-09,Roraima,4278.79,Ensino Fundamental,1,Divorciado,Indústria
4046,47,1976-04-13,Maranhão,13494.08,Ensino Superior,1,Casado,Tecnologia
4047,48,1975-07-21,Santa Catarina,5927.71,Ensino Médio,1,Casado,Educação
4048,19,2004-04-13,Acre,5780.82,Ensino Superior,3,Casado,Comércio
4049,24,1999-07-07,Pernambuco,6610.51,Pós-graduação,2,Solteiro,Comércio
4052,25,1999-01-29,Santa Catarina,4038.23,Ensino Médio,2,Solteiro,Saúde
4053,30,1993-12-09,Pernambuco,2587.13,Ensino Fundamental,3,Divorciado,Indústria
4054,36,1987-07-26,Tocantins,10128.51,Ensino Superior,0,Solteiro,Indústria
4055,19,2005-01-20,Acre,2637.98,Ensino Médio,0,Casado,Comércio
4056,41,1982-08-01,Espírito Santo,8163.69,Ensino Médio,0,Casado,Educação
4057,62,1961-11-06,Rio Grande do Sul,8904.81,Ensino Superior,0,Solteiro,Comércio
4058,62,1961-06-27,Rondônia,13623.27,Ensino Médio,0,Solteiro,Saúde
4059,38,1985-08-21,Ceará,7226.6,Ensino Superior,0,Casado,Educação
4060,18,2005-12-09,Piauí,4671.19,Ensino Médio,1,Casado,Comércio
4061,40,1984-02-22,Alagoas,3570.03,Ensino Médio,0,Solteiro,Educação
4062,33,1990-06-28,Rondônia,11799.05,Ensino Superior,1,Viúvo,Saúde
4064,58,1965-10-23,Mato Grosso do Sul,3893.21,Ensino Médio,0,Casado,Indústria
4065,44,1979-09-13,Pará,2736.04,Ensino Fundamental,2,Solteiro,Indústria
4066,26,1997-07-03,Rio Grande do Norte,5719.53,Ensino Superior,1,Solteiro,Saúde
4067,31,1993-01-14,Bahia,6674.33,Ensino Médio,2,Casado,Educação
4069,38,1985-06-11,Santa Catarina,9092.15,Ensino Médio,2,Casado,Saúde
4070,27,1996-06-02,Mato Grosso do Sul,9322.1,Ensino Superior,1,Solteiro,Indústria
4071,26,1997-07-12,Rio Grande do Norte,5393.24,Ensino Médio,0,Casado,Indústria
4072,21,2002-05-13,Santa Catarina,3920.8,Ensino Médio,0,Solteiro,Educação
4073,38,1985-10-31,Bahia,5173.09,Ensino Superior,0,Casado,Indústria
4074,23,2000-05-12,Distrito Federal,7653.07,Ensino Médio,3,Solteiro,Tecnologia
4075,57,1967-04-10,Pará,11052.02,Ensino Médio,0,Casado,Tecnologia
4076,30,1993-06-22,Pará,7891.22,Ensino Médio,1,Solteiro,Indústria
4077,33,1990-05-31,Paraíba,8806.17,Ensino Médio,0,Solteiro,Tecnologia
4078,24,1999-09-19,Rio Grande do Sul,4605.64,Ensino Superior,0,Casado,Saúde
4079,39,1985-03-10,Espírito Santo,7526.52,Ensino Médio,1,Casado,Comércio
4080,83,1940-04-28,Distrito Federal,4444.77,Ensino Médio,0,Solteiro,Indústria
4081,24,1999-08-16,Paraná,7270.43,Ensino Superior,1,Casado,Tecnologia
4082,64,1959-08-19,Paraná,4333.87,Ensino Fundamental,1,Solteiro,Comércio
4083,39,1984-11-04,Maranhão,6879.15,Ensino Médio,1,Casado,Tecnologia
4084,26,1997-12-11,Paraíba,4980.9,Ensino Superior,0,Casado,Indústria
4085,43,1980-08-27,Paraíba,6938.51,Ensino Superior,0,Casado,Comércio
4086,47,1977-03-04,Amazonas,7670.19,Ensino Médio,1,Solteiro,Educação
4087,19,2005-02-03,Roraima,7402.86,Ensino Superior,3,Casado,Comércio
4088,38,1985-06-08,Piauí,3518.99,Ensino Médio,2,Casado,Educação
4090,45,1978-08-31,Piauí,12260.37,Ensino Médio,0,Solteiro,Tecnologia
4091,28,1996-02-02,Roraima,6227.27,Ensino Superior,0,Casado,Tecnologia
4092,26,1997-04-18,Paraíba,2809.06,Ensino Médio,0,Casado,Saúde
4093,47,1976-11-07,Goiás,4704.76,Ensino Fundamental,5,Casado,Indústria
4094,20,2003-05-26,Amazonas,8233.8,Ensino Superior,0,Casado,Indústria
4095,31,1992-11-05,Rio Grande do Norte,7840.57,Ensino Médio,4,Solteiro,Saúde
4096,30,1993-07-04,Piauí,8850.28,Ensino Médio,1,Casado,Indústria
4097,33,1990-06-04,Rio Grande do Sul,6108.62,Ensino Médio,2,Casado,Tecnologia
4098,24,1999-06-19,Ceará,4339.39,Ensino Médio,3,Casado,Educação
4099,28,1995-07-15,Alagoas,4888.37,Ensino Médio,1,Casado,Indústria
4100,53,1970-11-25,Acre,10229.19,Ensino Médio,1,Casado,Saúde
4101,58,1965-10-23,Rondônia,10785.13,Ensino Superior,3,Casado,Indústria
4102,56,1968-02-10,Paraíba,13196.66,Ensino Médio,2,Solteiro,Saúde
4103,26,1997-04-14,Sergipe,7085.09,Ensino Médio,1,Casado,Tecnologia
4104,21,2002-06-22,Maranhão,3541.28,Ensino Médio,0,Divorciado,Educação
4105,21,2002-09-07,Rio Grande do Sul,3206.67,Ensino Médio,0,Divorciado,Comércio
4106,36,1988-03-05,Piauí,5640.01,Ensino Médio,0,Casado,Educação
4107,88,1935-05-16,Paraíba,4153.43,Ensino Médio,2,Casado,Educação
4108,27,1996-08-17,Rio de Janeiro,5314.56,Pós-graduação,3,Solteiro,Educação
4109,60,1963-04-13,Goiás,9251.99,Ensino Superior,0,Divorciado,Educação
4110,20,2004-03-29,Pará,5011.15,Ensino Médio,1,Divorciado,Educação
4111,57,1966-10-11,Piauí,2268.99,Ensino Fundamental,0,Casado,Indústria
4112,37,1986-05-18,Maranhão,11934.9,Ensino Superior,1,Solteiro,Saúde
4113,20,2004-02-12,Mato Grosso,7013.49,Ensino Médio,0,Casado,Saúde
4114,22,2001-09-19,Acre,5828.59,Ensino Médio,0,Casado,Saúde
4115,23,2000-06-04,Amapá,7998.11,Ensino Médio,1,Solteiro,Tecnologia
4116,27,1997-02-16,Espírito Santo,3198.85,Ensino Médio,2,Viúvo,Educação
4117,27,1996-08-16,Paraíba,5790.96,Ensino Médio,0,Casado,Saúde
4119,21,2002-05-31,Rio Grande do Sul,6460.48,Ensino Médio,0,Casado,Saúde
4120,48,1975-11-24,Tocantins,9247.37,Ensino Médio,1,Casado,Tecnologia
4121,33,1990-07-14,Rio de Janeiro,8614.97,Ensino Superior,1,Casado,Tecnologia
4122,29,1995-02-25,Pernambuco,4712.63,Ensino Médio,4,Solteiro,Educação
4123,45,1978-05-08,Sergipe,5839.54,Ensino Médio,2,Casado,Indústria
4124,25,1998-12-21,Ceará,5902.69,Ensino Médio,1,Solteiro,Saúde
4125,25,1999-02-17,Rondônia,10524.75,Pós-graduação,1,Casado,Educação
4126,59,1964-06-10,Sergipe,5487.74,Ensino Fundamental,0,Solteiro,Indústria
4127,20,2003-04-15,Mato Grosso,1554.96,Ensino Fundamental,1,Casado,Educação
4128,48,1975-09-10,Acre,3027.64,Ensino Médio,0,Casado,Educação
4129,54,1969-06-20,Amapá,5067.61,Ensino Médio,2,Casado,Comércio
4130,48,1976-02-12,Espírito Santo,10777.26,Ensino Superior,0,Casado,Tecnologia
4131,49,1974-06-24,Ceará,8712.65,Ensino Médio,0,Casado,Tecnologia
4132,27,1997-02-05,Alagoas,3815.78,Ensino Fundamental,0,Casado,Comércio
4133,46,1978-03-27,Rio Grande do Sul,8210.78,Ensino Médio,1,Casado,Tecnologia
4134,45,1979-03-08,São Paulo,10628.47,Ensino Médio,1,Divorciado,Saúde
4135,87,1936-10-12,Distrito Federal,4274.69,Ensino Médio,3,Solteiro,Indústria
4136,79,1944-07-15,Tocantins,8734.09,Ensino Médio,2,Casado,Saúde
4137,35,1988-05-15,Pernambuco,7233.16,Ensino Médio,1,Casado,Educação
4139,19,2004-06-09,Paraíba,3964.75,Ensino Médio,1,Solteiro,Educação
4140,26,1997-11-09,Rio Grande do Sul,4405.22,Ensino Médio,1,Solteiro,Indústria
4141,46,1977-10-11,Tocantins,6254.28,Ensino Médio,0,Solteiro,Comércio
4143,20,2003-05-26,Amapá,6386.3,Ensino Médio,2,Casado,Saúde
4144,44,1979-07-31,Goiás,7606.54,Ensino Médio,1,Casado,Educação
4145,40,1983-11-12,Sergipe,6368.2,Ensino Médio,0,Casado,Educação
4146,38,1986-03-24,Bahia,10759.73,Ensino Superior,1,Casado,Comércio
4147,27,1997-02-01,Espírito Santo,6075.29,Ensino Médio,2,Casado,Comércio
4148,31,1993-02-13,Piauí,10678.52,Ensino Superior,1,Solteiro,Saúde
4149,85,1938-11-04,São Paulo,6123.1,Ensino Superior,0,Casado,Indústria
4150,25,1999-02-27,Rondônia,5675.76,Ensino Superior,0,Casado,Saúde
4151,37,1987-04-09,Minas Gerais,4766.42,Ensino Superior,0,Casado,Comércio
4154,58,1965-08-24,Amapá,9008.09,Ensino Médio,0,Solteiro,Comércio
4155,61,1963-03-20,Goiás,23332.12,Ensino Superior,3,Casado,Tecnologia
4156,26,1998-02-27,Ceará,5074.97,Ensino Médio,2,Casado,Indústria
4157,40,1983-04-18,Amazonas,5534.45,Ensino Fundamental,0,Casado,Indústria
4158,77,1947-02-24,Rio Grande do Norte,5282.87,Ensino Médio,0,Casado,Indústria
4159,50,1974-03-16,Pernambuco,6630.85,Ensino Superior,0,Casado,Educação
4160,73,1950-11-30,Paraíba,3767.82,Ensino Superior,1,Casado,Educação
4161,49,1974-08-13,Rio de Janeiro,7125.04,Ensino Superior,1,Casado,Educação
4162,47,1976-06-22,Tocantins,6678.4,Ensino Médio,1,Casado,Educação
4163,46,1977-08-10,Pará,18862.6,Pós-graduação,1,Casado,Indústria
4164,62,1961-12-08,Santa Catarina,7038.15,Ensino Médio,3,Casado,Indústria
4166,44,1979-06-27,Sergipe,15467.37,Pós-graduação,0,Casado,Tecnologia
4167,37,1986-12-25,Rio de Janeiro,4462.65,Ensino Superior,0,Solteiro,Educação
4168,49,1974-06-27,Mato Grosso,3907.82,Ensino Fundamental,0,Casado,Saúde
4169,27,1996-11-28,Sergipe,3788.77,Ensino Médio,1,Casado,Comércio
4170,30,1993-09-28,Acre,3938.46,Ensino Fundamental,1,Divorciado,Indústria
4171,36,1987-07-27,Goiás,3628.61,Ensino Fundamental,2,Solteiro,Tecnologia
4172,41,1982-12-01,São Paulo,8700.92,Ensino Médio,0,Casado,Tecnologia
4173,63,1960-05-16,Bahia,13953.1,Ensino Superior,0,Solteiro,Indústria
4174,35,1989-02-08,Rio Grande do Norte,5194.69,Ensino Superior,3,Solteiro,Educação
4175,45,1978-05-22,Espírito Santo,7310.48,Ensino Médio,2,Casado,Comércio
4176,30,1994-04-10,Santa Catarina,3219.52,Ensino Médio,1,Divorciado,Comércio
4178,87,1936-07-12,Rio Grande do Norte,6311.22,Ensino Médio,0,Casado,Indústria
4179,60,1963-09-22,Paraíba,9206.88,Ensino Médio,1,Casado,Educação
4180,27,1996-07-08,Mato Grosso,6825.38,Ensino Médio,2,Solteiro,Comércio
4181,21,2002-10-02,Alagoas,2647.76,Ensino Fundamental,3,Divorciado,Saúde
4182,56,1967-11-16,Mato Grosso,4530.72,Ensino Médio,1,Solteiro,Educação
4183,26,1997-10-31,Rondônia,7772.04,Ensino Médio,1,Casado,Indústria
4185,56,1967-06-09,Bahia,10666.39,Ensino Médio,1,Solteiro,Comércio
4186,40,1983-12-18,Piauí,8374.63,Ensino Médio,0,Divorciado,Saúde
4187,58,1965-09-15,Amapá,10930.24,Ensino Superior,1,Casado,Tecnologia
4188,34,1989-04-16,Alagoas,11572.03,Ensino Médio,0,Solteiro,Tecnologia
4189,64,1959-05-30,Espírito Santo,6096.73,Ensino Fundamental,1,Casado,Indústria
4190,48,1975-05-16,Bahia,8699.34,Ensino Médio,1,Casado,Indústria
4191,22,2002-03-09,Ceará,3095.41,Ensino Médio,0,Viúvo,Indústria
4192,35,1989-01-21,Piauí,10922.81,Ensino Superior,0,Casado,Saúde
4193,46,1977-09-05,Amapá,9336.16,Ensino Médio,2,Casado,Tecnologia
4194,61,1963-03-01,Roraima,4179.28,Ensino Fundamental,0,Casado,Comércio
4195,48,1975-12-04,Paraíba,6513.66,Ensino Médio,2,Casado,Indústria
4196,21,2002-08-16,Rio Grande do Sul,8291.86,Pós-graduação,0,Casado,Tecnologia
4197,73,1950-10-08,Roraima,4822.26,Ensino Fundamental,3,Solteiro,Saúde
4198,28,1995-07-09,Paraná,4409.17,Ensino Médio,0,Casado,Educação
4199,51,1972-09-15,Ceará,8380.93,Ensino Médio,1,Casado,Saúde
4200,25,1998-11-07,Alagoas,5428.83,Ensino Médio,0,Casado,Indústria
4201,48,1976-01-10,Maranhão,10583.77,Ensino Médio,1,Casado,Indústria
4203,24,1999-05-10,Bahia,5322.95,Ensino Médio,0,Casado,Saúde
4204,21,2003-01-27,Amapá,7970.16,Pós-graduação,1,Casado,Saúde
4205,26,1997-05-17,Bahia,2654.45,Ensino Fundamental,0,Solteiro,Indústria
4206,26,1997-05-18,Acre,8384.18,Pós-graduação,0,Casado,Saúde
4207,21,2002-09-10,Pará,3548.84,Ensino Superior,3,Divorciado,Indústria
4208,60,1963-10-11,Acre,3590.0,Ensino Fundamental,0,Casado,Indústria
4209,28,1995-08-29,São Paulo,6127.74,Ensino Médio,0,Casado,Comércio
4210,63,1961-01-04,Pernambuco,8245.33,Ensino Médio,0,Casado,Indústria
4211,42,1982-02-19,Roraima,5187.98,Ensino Superior,0,Casado,Comércio
4212,19,2005-02-18,Pernambuco,2530.23,Ensino Médio,2,Casado,Indústria
4213,50,1973-11-10,Paraná,7288.74,Ensino Fundamental,0,Casado,Tecnologia
4215,42,1981-09-04,Tocantins,4022.84,Ensino Fundamental,0,Solteiro,Educação
4216,18,2006-02-27,Mato Grosso,3109.97,Ensino Médio,3,Casado,Educação
4217,71,1952-10-20,Piauí,1956.29,Ensino Fundamental,2,Casado,Indústria
4218,25,1999-02-20,Pará,4780.77,Ensino Superior,0,Casado,Tecnologia
